Year,Month,SST_Anomaly,ENSO_Phase
1940,Jul,0.21,Neutral
1940,Jun,0.55,Neutral
1940,Mar,1.19,Neutral
1940,May,0.34,Neutral
1940,Nov,0.7,Neutral
1940,Oct,0.32,Neutral
1940,Sep,0.05,Neutral
1941,Apr,1.36,El Niño
1941,Aug,0.79,El Niño
1941,Dec,1.27,El Niño
1941,Feb,1.34,El Niño
1941,Jan,1.38,El Niño
1941,Jul,0.73,El Niño
1941,Jun,0.88,El Niño
1941,Mar,1.41,El Niño
1941,May,1.32,El Niño
1941,Nov,1.17,El Niño
1941,Oct,0.99,El Niño
1941,Sep,0.68,El Niño
1942,Apr,0.57,El Niño
1942,Aug,-0.96,Neutral
1942,Dec,-1.24,Neutral
1942,Feb,0.53,Neutral
1942,Jan,0.61,Neutral
1942,Jul,-0.55,Neutral
1942,Jun,-0.52,Neutral
1942,Mar,0.25,Neutral
1942,May,-0.1,Neutral
1942,Nov,-1.5,Neutral
1942,Oct,-1.32,Neutral
1942,Sep,-1.17,Neutral
1943,Apr,-0.6,Neutral
1943,Aug,0.05,Neutral
1943,Dec,-0.42,Neutral
1943,Feb,-1.18,Neutral
1943,Jan,-1.2,Neutral
1943,Jul,-0.09,Neutral
1943,Jun,-0.11,Neutral
1943,Mar,-1.1,Neutral
1943,May,-0.36,Neutral
1943,Nov,-0.5,Neutral
1943,Oct,-0.44,Neutral
1943,Sep,-0.24,Neutral
1944,Apr,0.11,Neutral
1944,Aug,0.0,Neutral
1944,Dec,-0.26,Neutral
1944,Feb,0.16,Neutral
1944,Jan,-0.42,Neutral
1944,Jul,0.08,Neutral
1944,Jun,0.04,Neutral
1944,Mar,-0.21,Neutral
1944,May,0.14,Neutral
1944,Nov,-0.35,Neutral
1944,Oct,-0.22,Neutral
1944,Sep,-0.31,Neutral
1945,Apr,-0.76,Neutral
1945,Aug,-0.84,Neutral
1945,Dec,-0.54,Neutral
1945,Feb,-0.47,Neutral
1945,Jan,-0.36,Neutral
1945,Jul,-0.61,Neutral
1945,Jun,-0.59,Neutral
1945,Mar,-0.79,Neutral
1945,May,-0.46,Neutral
1945,Nov,-0.42,Neutral
1945,Oct,-0.86,Neutral
1945,Sep,-0.82,Neutral
1946,Apr,-0.48,Neutral
1946,Aug,-0.52,Neutral
1946,Dec,0.03,Neutral
1946,Feb,-0.24,Neutral
1946,Jan,-0.44,Neutral
1946,Jul,0.03,Neutral
1946,Jun,0.15,Neutral
1946,Mar,-0.36,Neutral
1946,May,-0.39,Neutral
1946,Nov,-0.18,Neutral
1946,Oct,-0.01,Neutral
1946,Sep,-0.19,Neutral
1947,Apr,-0.07,Neutral
1947,Aug,-0.37,Neutral
1947,Dec,0.18,Neutral
1947,Feb,-0.13,Neutral
1947,Jan,0.39,Neutral
1947,Jul,-0.39,Neutral
1947,Jun,0.07,Neutral
1947,Mar,0.28,Neutral
1947,May,-0.55,Neutral
1947,Nov,-0.73,Neutral
1947,Oct,-0.82,Neutral
1947,Sep,-1.05,Neutral
1948,Apr,0.25,Neutral
1948,Aug,-0.02,Neutral
1948,Dec,0.38,Neutral
1948,Feb,0.37,Neutral
1948,Jan,0.05,Neutral
1948,Jul,-0.06,Neutral
1948,Jun,0.06,Neutral
1948,Mar,0.63,Neutral
1948,May,0.31,Neutral
1948,Nov,-0.3,Neutral
1948,Oct,-0.68,Neutral
1948,Sep,-0.02,Neutral
1949,Apr,0.19,Neutral
1949,Aug,-0.32,Neutral
1949,Dec,-1.2,Neutral
1949,Feb,0.26,Neutral
1949,Jan,-0.46,Neutral
1949,Jul,-0.39,Neutral
1949,Jun,-0.72,Neutral
1949,Mar,-0.55,Neutral
1949,May,-0.07,Neutral
1949,Nov,-1.33,La Niña
1949,Oct,-0.72,La Niña
1949,Sep,-0.65,La Niña
1950,Apr,-0.91,La Niña
1950,Aug,-0.63,La Niña
1950,Dec,-1.04,La Niña
1950,Feb,-1.5,La Niña
1950,Jan,-1.05,La Niña
1950,Jul,-1.08,La Niña
1950,Jun,-0.86,La Niña
1950,Mar,-1.07,La Niña
1950,May,-1.3,La Niña
1950,Nov,-1.38,La Niña
1950,Oct,-0.83,La Niña
1950,Sep,-1.1,La Niña
1951,Apr,-0.17,Neutral
1951,Aug,0.9,Neutral
1951,Dec,0.71,Neutral
1951,Feb,-0.74,Neutral
1951,Jan,-1.13,Neutral
1951,Jul,0.66,Neutral
1951,Jun,-0.09,Neutral
1951,Mar,-0.77,Neutral
1951,May,-0.1,Neutral
1951,Nov,0.78,Neutral
1951,Oct,0.79,Neutral
1951,Sep,0.67,Neutral
1952,Apr,0.41,Neutral
1952,Aug,-0.42,Neutral
1952,Dec,-0.55,Neutral
1952,Feb,0.24,Neutral
1952,Jan,0.39,Neutral
1952,Jul,-0.59,Neutral
1952,Jun,-0.66,Neutral
1952,Mar,0.04,Neutral
1952,May,-0.38,Neutral
1952,Nov,-0.32,Neutral
1952,Oct,-0.04,Neutral
1952,Sep,-0.35,Neutral
1953,Apr,0.77,Neutral
1953,Aug,0.04,Neutral
1953,Dec,0.15,Neutral
1953,Feb,0.24,Neutral
1953,Jan,0.36,Neutral
1953,Jul,0.2,Neutral
1953,Jun,0.41,Neutral
1953,Mar,0.22,Neutral
1953,May,0.35,Neutral
1953,Nov,0.31,Neutral
1953,Oct,0.11,Neutral
1953,Sep,0.67,Neutral
1954,Apr,-0.32,Neutral
1954,Aug,-1.08,Neutral
1954,Dec,-0.79,Neutral
1954,Feb,0.21,Neutral
1954,Jan,0.39,Neutral
1954,Jul,-1.02,Neutral
1954,Jun,-0.8,Neutral
1954,Mar,0.01,Neutral
1954,May,-0.53,La Niña
1954,Nov,-1.17,La Niña
1954,Oct,-0.91,La Niña
1954,Sep,-1.03,La Niña
1955,Apr,-0.95,La Niña
1955,Aug,-0.91,La Niña
1955,Dec,-1.52,La Niña
1955,Feb,-0.79,La Niña
1955,Jan,-0.66,La Niña
1955,Jul,-1.32,La Niña
1955,Jun,-1.2,La Niña
1955,Mar,-0.8,La Niña
1955,May,-1.23,La Niña
1955,Nov,-1.91,La Niña
1955,Oct,-1.59,La Niña
1955,Sep,-1.33,La Niña
1956,Apr,-0.78,La Niña
1956,Aug,-0.81,La Niña
1956,Dec,-0.58,La Niña
1956,Feb,-0.98,La Niña
1956,Jan,-1.23,La Niña
1956,Jul,-0.94,La Niña
1956,Jun,-0.83,La Niña
1956,Mar,-0.93,La Niña
1956,May,-0.59,La Niña
1956,Nov,-1.01,La Niña
1956,Oct,-0.69,La Niña
1956,Sep,-0.91,La Niña
1957,Apr,0.42,Neutral
1957,Aug,0.79,Neutral
1957,Dec,1.18,Neutral
1957,Feb,-0.24,Neutral
1957,Jan,-0.56,Neutral
1957,Jul,0.69,Neutral
1957,Jun,0.53,Neutral
1957,Mar,0.08,Neutral
1957,May,0.45,Neutral
1957,Nov,1.09,Neutral
1957,Oct,0.74,Neutral
1957,Sep,0.53,Neutral
1958,Apr,0.31,Neutral
1958,Aug,0.24,Neutral
1958,Dec,0.3,Neutral
1958,Feb,1.4,Neutral
1958,Jan,1.54,Neutral
1958,Jul,0.04,Neutral
1958,Jun,0.3,Neutral
1958,Mar,0.99,Neutral
1958,May,0.32,Neutral
1958,Nov,0.05,Neutral
1958,Oct,-0.03,Neutral
1958,Sep,-0.31,Neutral
1959,Apr,0.27,Neutral
1959,Aug,-0.41,Neutral
1959,Dec,-0.05,Neutral
1959,Feb,0.5,Neutral
1959,Jan,0.43,Neutral
1959,Jul,-0.28,Neutral
1959,Jun,-0.33,Neutral
1959,Mar,0.26,Neutral
1959,May,-0.01,Neutral
1959,Nov,-0.17,Neutral
1959,Oct,0.11,Neutral
1959,Sep,-0.53,Neutral
1960,Apr,0.01,Neutral
1960,Aug,-0.0,Neutral
1960,Dec,0.02,Neutral
1960,Feb,-0.24,Neutral
1960,Jan,0.02,Neutral
1960,Jul,-0.25,Neutral
1960,Jun,-0.2,Neutral
1960,Mar,-0.08,Neutral
1960,May,0.05,Neutral
1960,Nov,-0.38,Neutral
1960,Oct,-0.07,Neutral
1960,Sep,0.03,Neutral
1961,Apr,0.13,Neutral
1961,Aug,-0.25,Neutral
1961,Dec,-0.29,Neutral
1961,Feb,0.04,Neutral
1961,Jan,-0.15,Neutral
1961,Jul,-0.32,Neutral
1961,Jun,0.1,Neutral
1961,Mar,-0.1,Neutral
1961,May,-0.01,Neutral
1961,Nov,-0.19,Neutral
1961,Oct,-0.71,Neutral
1961,Sep,-0.52,Neutral
1962,Apr,-0.32,Neutral
1962,Aug,-0.13,Neutral
1962,Dec,-0.49,Neutral
1962,Feb,-0.16,Neutral
1962,Jan,-0.25,Neutral
1962,Jul,-0.3,Neutral
1962,Jun,-0.22,Neutral
1962,Mar,-0.41,Neutral
1962,May,-0.42,Neutral
1962,Nov,-0.43,Neutral
1962,Oct,-0.33,Neutral
1962,Sep,-0.56,Neutral
1963,Apr,-0.06,Neutral
1963,Aug,0.9,Neutral
1963,Dec,1.05,Neutral
1963,Feb,-0.26,Neutral
1963,Jan,-0.32,Neutral
1963,Jul,0.72,Neutral
1963,Jun,0.12,Neutral
1963,Mar,-0.06,Neutral
1963,May,-0.0,Neutral
1963,Nov,0.75,Neutral
1963,Oct,0.84,Neutral
1963,Sep,0.65,Neutral
1964,Apr,-0.53,Neutral
1964,Aug,-0.76,Neutral
1964,Dec,-1.07,Neutral
1964,Feb,0.55,Neutral
1964,Jan,0.76,Neutral
1964,Jul,-0.65,Neutral
1964,Jun,-0.88,Neutral
1964,Mar,-0.16,Neutral
1964,May,-0.74,Neutral
1964,Nov,-1.1,Neutral
1964,Oct,-1.0,Neutral
1964,Sep,-0.93,Neutral
1965,Apr,-0.09,Neutral
1965,Aug,1.25,Neutral
1965,Dec,1.45,Neutral
1965,Feb,-0.36,Neutral
1965,Jan,-0.57,Neutral
1965,Jul,0.81,Neutral
1965,Jun,0.45,Neutral
1965,Mar,-0.34,Neutral
1965,May,0.19,Neutral
1965,Nov,1.54,Neutral
1965,Oct,1.61,Neutral
1965,Sep,1.26,Neutral
1966,Apr,0.54,Neutral
1966,Aug,-0.1,Neutral
1966,Dec,-0.26,Neutral
1966,Feb,0.83,Neutral
1966,Jan,1.13,Neutral
1966,Jul,0.23,Neutral
1966,Jun,0.14,Neutral
1966,Mar,0.83,Neutral
1966,May,-0.06,Neutral
1966,Nov,-0.37,Neutral
1966,Oct,-0.05,Neutral
1966,Sep,-0.05,Neutral
1967,Apr,-0.53,Neutral
1967,Aug,-0.31,Neutral
1967,Dec,-0.35,Neutral
1967,Feb,-0.56,Neutral
1967,Jan,-0.55,Neutral
1967,Jul,-0.1,Neutral
1967,Jun,-0.12,Neutral
1967,Mar,-0.47,Neutral
1967,May,-0.24,Neutral
1967,Nov,-0.34,Neutral
1967,Oct,-0.38,Neutral
1967,Sep,-0.59,Neutral
1968,Apr,-0.47,Neutral
1968,Aug,0.33,Neutral
1968,Dec,0.76,Neutral
1968,Feb,-0.74,Neutral
1968,Jan,-0.6,Neutral
1968,Jul,0.31,Neutral
1968,Jun,0.19,Neutral
1968,Mar,-0.76,Neutral
1968,May,-0.44,Neutral
1968,Nov,0.76,Neutral
1968,Oct,0.32,Neutral
1968,Sep,0.05,Neutral
1969,Apr,0.33,Neutral
1969,Aug,0.52,Neutral
1969,Dec,0.68,Neutral
1969,Feb,1.02,Neutral
1969,Jan,0.9,Neutral
1969,Jul,0.1,Neutral
1969,Jun,0.26,Neutral
1969,Mar,0.61,Neutral
1969,May,0.39,Neutral
1969,Nov,0.75,Neutral
1969,Oct,0.66,Neutral
1969,Sep,0.47,Neutral
1970,Apr,0.18,Neutral
1970,Aug,-0.95,Neutral
1970,Dec,-1.11,Neutral
1970,Feb,0.36,Neutral
1970,Jan,0.55,Neutral
1970,Jul,-0.98,Neutral
1970,Jun,-0.3,Neutral
1970,Mar,0.26,Neutral
1970,May,0.01,Neutral
1970,Nov,-0.85,La Niña
1970,Oct,-0.65,La Niña
1970,Sep,-0.78,La Niña
1971,Apr,-0.97,La Niña
1971,Aug,-0.65,La Niña
1971,Dec,-0.89,La Niña
1971,Feb,-1.28,La Niña
1971,Jan,-1.47,La Niña
1971,Jul,-0.64,La Niña
1971,Jun,-0.78,La Niña
1971,Mar,-1.29,La Niña
1971,May,-0.82,La Niña
1971,Nov,-0.85,La Niña
1971,Oct,-0.78,La Niña
1971,Sep,-0.75,La Niña
1972,Apr,0.21,Neutral
1972,Aug,1.3,Neutral
1972,Dec,2.19,Neutral
1972,Feb,-0.22,Neutral
1972,Jan,-0.58,Neutral
1972,Jul,0.83,Neutral
1972,Jun,0.66,Neutral
1972,Mar,-0.25,Neutral
1972,May,0.33,Neutral
1972,Nov,1.87,Neutral
1972,Oct,1.77,Neutral
1972,Sep,1.19,Neutral
1973,Apr,-0.07,Neutral
1973,Aug,-1.21,Neutral
1973,Dec,-2.18,Neutral
1973,Feb,1.08,Neutral
1973,Jan,1.6,Neutral
1973,Jul,-1.14,Neutral
1973,Jun,-0.86,Neutral
1973,Mar,0.58,Neutral
1973,May,-0.56,La Niña
1973,Nov,-2.07,La Niña
1973,Oct,-1.58,La Niña
1973,Sep,-1.4,La Niña
1974,Apr,-1.0,La Niña
1974,Aug,-0.32,Neutral
1974,Dec,-0.86,La Niña
1974,Feb,-1.5,La Niña
1974,Jan,-2.02,La Niña
1974,Jul,-0.65,La Niña
1974,Jun,-0.7,La Niña
1974,Mar,-1.44,La Niña
1974,May,-0.79,La Niña
1974,Nov,-0.96,La Niña
1974,Oct,-0.75,La Niña
1974,Sep,-0.35,Neutral
1975,Apr,-0.59,Neutral
1975,Aug,-1.16,Neutral
1975,Dec,-1.64,Neutral
1975,Feb,-0.33,Neutral
1975,Jan,-0.37,Neutral
1975,Jul,-1.24,La Niña
1975,Jun,-1.25,La Niña
1975,Mar,-0.59,La Niña
1975,May,-1.0,La Niña
1975,Nov,-1.46,La Niña
1975,Oct,-1.47,La Niña
1975,Sep,-1.44,La Niña
1976,Apr,-0.42,Neutral
1976,Aug,0.31,Neutral
1976,Dec,0.64,Neutral
1976,Feb,-1.05,Neutral
1976,Jan,-1.8,Neutral
1976,Jul,0.15,Neutral
1976,Jun,0.0,Neutral
1976,Mar,-0.68,Neutral
1976,May,-0.49,Neutral
1976,Nov,0.88,Neutral
1976,Oct,0.86,Neutral
1976,Sep,0.57,Neutral
1977,Apr,-0.25,Neutral
1977,Aug,0.25,Neutral
1977,Dec,1.09,Neutral
1977,Feb,0.55,Neutral
1977,Jan,0.84,Neutral
1977,Jul,0.45,Neutral
1977,Jun,0.36,Neutral
1977,Mar,0.4,Neutral
1977,May,-0.03,Neutral
1977,Nov,1.03,Neutral
1977,Oct,0.89,Neutral
1977,Sep,0.44,Neutral
1978,Apr,-0.37,Neutral
1978,Aug,-0.62,Neutral
1978,Dec,0.07,Neutral
1978,Feb,0.51,Neutral
1978,Jan,0.72,Neutral
1978,Jul,-0.48,Neutral
1978,Jun,-0.45,Neutral
1978,Mar,0.06,Neutral
1978,May,-0.49,Neutral
1978,Nov,-0.15,Neutral
1978,Oct,-0.34,Neutral
1978,Sep,-0.6,Neutral
1979,Apr,0.17,Neutral
1979,Aug,0.21,Neutral
1979,Dec,0.69,Neutral
1979,Feb,0.09,Neutral
1979,Jan,0.05,Neutral
1979,Jul,-0.2,Neutral
1979,Jun,0.04,Neutral
1979,Mar,0.13,Neutral
1979,May,-0.09,Neutral
1979,Nov,0.35,Neutral
1979,Oct,0.32,Neutral
1979,Sep,0.48,Neutral
1980,Apr,0.2,Neutral
1980,Aug,-0.23,Neutral
1980,Dec,0.36,Neutral
1980,Feb,0.33,Neutral
1980,Jan,0.55,Neutral
1980,Jul,0.02,Neutral
1980,Jun,0.37,Neutral
1980,Mar,0.09,Neutral
1980,May,0.13,Neutral
1980,Nov,0.1,Neutral
1980,Oct,-0.11,Neutral
1980,Sep,-0.12,Neutral
1981,Apr,-0.17,Neutral
1981,Aug,-0.18,Neutral
1981,Dec,0.07,Neutral
1981,Feb,-0.45,Neutral
1981,Jan,-0.45,Neutral
1981,Jul,-0.43,Neutral
1981,Jun,-0.15,Neutral
1981,Mar,-0.02,Neutral
1981,May,-0.11,Neutral
1981,Nov,-0.27,Neutral
1981,Oct,-0.03,Neutral
1981,Sep,-0.07,Neutral
1982,Apr,0.24,Neutral
1982,Aug,0.93,Neutral
1982,Dec,2.33,Neutral
1982,Feb,-0.13,Neutral
1982,Jan,-0.04,Neutral
1982,Jul,0.64,Neutral
1982,Jun,0.92,Neutral
1982,Mar,-0.02,Neutral
1982,May,0.65,El Niño
1982,Nov,2.07,El Niño
1982,Oct,2.0,El Niño
1982,Sep,1.39,El Niño
1983,Apr,1.12,El Niño
1983,Aug,-0.13,Neutral
1983,Dec,-0.95,Neutral
1983,Feb,2.22,Neutral
1983,Jan,2.43,Neutral
1983,Jul,-0.11,Neutral
1983,Jun,0.62,Neutral
1983,Mar,1.69,Neutral
1983,May,1.12,Neutral
1983,Nov,-1.13,Neutral
1983,Oct,-1.03,Neutral
1983,Sep,-0.5,Neutral
1984,Apr,-0.6,Neutral
1984,Aug,-0.4,Neutral
1984,Dec,-1.53,Neutral
1984,Feb,-0.53,Neutral
1984,Jan,-0.8,Neutral
1984,Jul,-0.4,Neutral
1984,Jun,-0.9,Neutral
1984,Mar,-0.48,Neutral
1984,May,-0.64,Neutral
1984,Nov,-1.18,Neutral
1984,Oct,-0.83,Neutral
1984,Sep,-0.35,Neutral
1985,Apr,-0.98,Neutral
1985,Aug,-0.49,Neutral
1985,Dec,-0.4,Neutral
1985,Feb,-0.91,La Niña
1985,Jan,-0.89,La Niña
1985,Jul,-0.61,La Niña
1985,Jun,-0.76,La Niña
1985,Mar,-0.96,La Niña
1985,May,-0.9,La Niña
1985,Nov,-0.43,Neutral
1985,Oct,-0.64,Neutral
1985,Sep,-0.57,Neutral
1986,Apr,-0.41,Neutral
1986,Aug,0.24,Neutral
1986,Dec,0.98,Neutral
1986,Feb,-0.64,Neutral
1986,Jan,-0.79,Neutral
1986,Jul,0.16,Neutral
1986,Jun,-0.08,Neutral
1986,Mar,-0.51,Neutral
1986,May,-0.47,Neutral
1986,Nov,1.04,El Niño
1986,Oct,0.9,El Niño
1986,Sep,0.59,El Niño
1987,Apr,0.89,El Niño
1987,Aug,1.48,El Niño
1987,Dec,1.05,El Niño
1987,Feb,1.17,El Niño
1987,Jan,1.19,El Niño
1987,Jul,1.34,El Niño
1987,Jun,1.24,El Niño
1987,Mar,1.24,El Niño
1987,May,0.91,El Niño
1987,Nov,1.29,El Niño
1987,Oct,1.36,El Niño
1987,Sep,1.53,El Niño
1988,Apr,-0.49,Neutral
1988,Aug,-1.44,Neutral
1988,Dec,-1.98,Neutral
1988,Feb,0.35,Neutral
1988,Jan,0.69,Neutral
1988,Jul,-1.54,Neutral
1988,Jun,-1.46,Neutral
1988,Mar,0.29,Neutral
1988,May,-1.05,La Niña
1988,Nov,-2.18,La Niña
1988,Oct,-2.09,La Niña
1988,Sep,-1.33,La Niña
1989,Apr,-1.11,La Niña
1989,Aug,-0.58,La Niña
1989,Dec,-0.13,Neutral
1989,Feb,-1.37,Neutral
1989,Jan,-1.95,Neutral
1989,Jul,-0.47,Neutral
1989,Jun,-0.64,Neutral
1989,Mar,-1.33,Neutral
1989,May,-0.8,Neutral
1989,Nov,-0.3,Neutral
1989,Oct,-0.4,Neutral
1989,Sep,-0.38,Neutral
1990,Apr,0.26,Neutral
1990,Aug,0.17,Neutral
1990,Dec,0.32,Neutral
1990,Feb,0.36,Neutral
1990,Jan,0.02,Neutral
1990,Jul,0.15,Neutral
1990,Jun,0.0,Neutral
1990,Mar,0.2,Neutral
1990,May,0.32,Neutral
1990,Nov,0.08,Neutral
1990,Oct,0.13,Neutral
1990,Sep,0.12,Neutral
1991,Apr,0.21,Neutral
1991,Aug,0.43,Neutral
1991,Dec,1.62,Neutral
1991,Feb,0.32,Neutral
1991,Jan,0.51,Neutral
1991,Jul,0.62,Neutral
1991,Jun,0.65,Neutral
1991,Mar,0.1,Neutral
1991,May,0.44,Neutral
1991,Nov,1.14,Neutral
1991,Oct,0.91,Neutral
1991,Sep,0.22,Neutral
1992,Apr,1.41,Neutral
1992,Aug,-0.15,Neutral
1992,Dec,0.04,Neutral
1992,Feb,1.62,Neutral
1992,Jan,1.61,Neutral
1992,Jul,0.27,Neutral
1992,Jun,0.53,Neutral
1992,Mar,1.5,Neutral
1992,May,1.27,Neutral
1992,Nov,-0.14,Neutral
1992,Oct,-0.35,Neutral
1992,Sep,-0.14,Neutral
1993,Apr,0.92,Neutral
1993,Aug,0.16,Neutral
1993,Dec,0.19,Neutral
1993,Feb,0.42,Neutral
1993,Jan,0.28,Neutral
1993,Jul,0.33,Neutral
1993,Jun,0.64,Neutral
1993,Mar,0.47,Neutral
1993,May,0.93,Neutral
1993,Nov,0.28,Neutral
1993,Oct,0.36,Neutral
1993,Sep,0.26,Neutral
1994,Apr,0.03,Neutral
1994,Aug,0.52,Neutral
1994,Dec,1.21,Neutral
1994,Feb,-0.16,Neutral
1994,Jan,0.03,Neutral
1994,Jul,0.16,Neutral
1994,Jun,0.27,Neutral
1994,Mar,-0.06,Neutral
1994,May,0.14,Neutral
1994,Nov,1.14,Neutral
1994,Oct,0.9,Neutral
1994,Sep,0.4,Neutral
1995,Apr,0.27,Neutral
1995,Aug,-0.38,Neutral
1995,Dec,-0.72,Neutral
1995,Feb,0.87,Neutral
1995,Jan,1.1,Neutral
1995,Jul,0.03,Neutral
1995,Jun,0.08,Neutral
1995,Mar,0.49,Neutral
1995,May,0.03,Neutral
1995,Nov,-0.78,Neutral
1995,Oct,-0.72,Neutral
1995,Sep,-0.57,Neutral
1996,Apr,-0.34,Neutral
1996,Aug,-0.3,Neutral
1996,Dec,-0.43,Neutral
1996,Feb,-0.66,Neutral
1996,Jan,-0.65,Neutral
1996,Jul,-0.14,Neutral
1996,Jun,-0.12,Neutral
1996,Mar,-0.48,Neutral
1996,May,-0.4,Neutral
1996,Nov,-0.3,Neutral
1996,Oct,-0.28,Neutral
1996,Sep,-0.34,Neutral
1997,Apr,0.34,Neutral
1997,Aug,1.94,Neutral
1997,Dec,2.3,Neutral
1997,Feb,-0.24,Neutral
1997,Jan,-0.43,Neutral
1997,Jul,1.6,Neutral
1997,Jun,1.15,Neutral
1997,Mar,-0.06,Neutral
1997,May,0.87,El Niño
1997,Nov,2.42,El Niño
1997,Oct,2.29,El Niño
1997,Sep,2.1,El Niño
1998,Apr,0.9,El Niño
1998,Aug,-0.83,Neutral
1998,Dec,-1.51,Neutral
1998,Feb,2.08,Neutral
1998,Jan,2.42,Neutral
1998,Jul,-0.73,Neutral
1998,Jun,-0.39,Neutral
1998,Mar,1.49,Neutral
1998,May,0.68,Neutral
1998,Nov,-1.23,La Niña
1998,Oct,-1.19,La Niña
1998,Sep,-0.82,La Niña
1999,Apr,-0.81,La Niña
1999,Aug,-0.98,La Niña
1999,Dec,-1.54,La Niña
1999,Feb,-1.41,La Niña
1999,Jan,-1.53,La Niña
1999,Jul,-0.84,La Niña
1999,Jun,-0.95,La Niña
1999,Mar,-0.92,La Niña
1999,May,-0.87,La Niña
1999,Nov,-1.41,La Niña
1999,Oct,-1.03,La Niña
1999,Sep,-0.84,La Niña
2000,Apr,-0.8,La Niña
2000,Aug,-0.36,Neutral
2000,Dec,-0.92,La Niña
2000,Feb,-1.53,La Niña
2000,Jan,-1.79,La Niña
2000,Jul,-0.57,La Niña
2000,Jun,-0.75,La Niña
2000,Mar,-1.26,La Niña
2000,May,-0.8,La Niña
2000,Nov,-0.75,La Niña
2000,Oct,-0.55,La Niña
2000,Sep,-0.39,Neutral
2001,Apr,-0.3,Neutral
2001,Aug,-0.07,Neutral
2001,Dec,-0.46,Neutral
2001,Feb,-0.63,Neutral
2001,Jan,-0.88,Neutral
2001,Jul,0.01,Neutral
2001,Jun,-0.11,Neutral
2001,Mar,-0.48,Neutral
2001,May,-0.3,Neutral
2001,Nov,-0.28,Neutral
2001,Oct,-0.26,Neutral
2001,Sep,-0.28,Neutral
2002,Apr,0.14,Neutral
2002,Aug,0.7,Neutral
2002,Dec,1.41,Neutral
2002,Feb,0.0,Neutral
2002,Jan,-0.14,Neutral
2002,Jul,0.57,Neutral
2002,Jun,0.68,Neutral
2002,Mar,0.11,Neutral
2002,May,0.21,Neutral
2002,Nov,1.41,Neutral
2002,Oct,1.16,Neutral
2002,Sep,0.82,Neutral
2003,Apr,-0.03,Neutral
2003,Aug,0.05,Neutral
2003,Dec,0.32,Neutral
2003,Feb,0.64,Neutral
2003,Jan,0.98,Neutral
2003,Jul,0.14,Neutral
2003,Jun,-0.19,Neutral
2003,Mar,0.48,Neutral
2003,May,-0.52,Neutral
2003,Nov,0.39,Neutral
2003,Oct,0.46,Neutral
2003,Sep,0.15,Neutral
2004,Apr,0.06,Neutral
2004,Aug,0.66,Neutral
2004,Dec,0.71,Neutral
2004,Feb,0.17,Neutral
2004,Jan,0.26,Neutral
2004,Jul,0.41,Neutral
2004,Jun,0.14,Neutral
2004,Mar,-0.1,Neutral
2004,May,0.1,Neutral
2004,Nov,0.62,Neutral
2004,Oct,0.73,Neutral
2004,Sep,0.67,Neutral
2005,Apr,0.28,Neutral
2005,Aug,-0.04,Neutral
2005,Dec,-0.75,Neutral
2005,Feb,0.26,Neutral
2005,Jan,0.56,Neutral
2005,Jul,-0.01,Neutral
2005,Jun,0.22,Neutral
2005,Mar,0.28,Neutral
2005,May,0.3,Neutral
2005,Nov,-0.44,Neutral
2005,Oct,-0.15,Neutral
2005,Sep,-0.08,Neutral
2006,Apr,-0.3,Neutral
2006,Aug,0.37,Neutral
2006,Dec,1.1,Neutral
2006,Feb,-0.71,Neutral
2006,Jan,-0.98,Neutral
2006,Jul,0.03,Neutral
2006,Jun,0.09,Neutral
2006,Mar,-0.73,Neutral
2006,May,-0.11,Neutral
2006,Nov,0.98,Neutral
2006,Oct,0.76,Neutral
2006,Sep,0.63,Neutral
2007,Apr,-0.16,Neutral
2007,Aug,-0.57,Neutral
2007,Dec,-1.61,Neutral
2007,Feb,0.12,Neutral
2007,Jan,0.59,Neutral
2007,Jul,-0.37,Neutral
2007,Jun,-0.16,Neutral
2007,Mar,-0.15,Neutral
2007,May,-0.39,Neutral
2007,Nov,-1.58,Neutral
2007,Oct,-1.4,Neutral
2007,Sep,-1.04,Neutral
2008,Apr,-0.89,Neutral
2008,Aug,-0.04,Neutral
2008,Dec,-0.9,Neutral
2008,Feb,-1.7,Neutral
2008,Jan,-1.79,Neutral
2008,Jul,-0.04,Neutral
2008,Jun,-0.44,Neutral
2008,Mar,-1.17,Neutral
2008,May,-0.64,Neutral
2008,Nov,-0.37,Neutral
2008,Oct,-0.3,Neutral
2008,Sep,-0.28,Neutral
2009,Apr,-0.25,Neutral
2009,Aug,0.62,Neutral
2009,Dec,1.81,Neutral
2009,Feb,-0.71,Neutral
2009,Jan,-1.0,Neutral
2009,Jul,0.69,Neutral
2009,Jun,0.49,Neutral
2009,Mar,-0.72,Neutral
2009,May,0.17,Neutral
2009,Nov,1.49,Neutral
2009,Oct,0.96,Neutral
2009,Sep,0.68,Neutral
2010,Apr,0.56,Neutral
2010,Aug,-1.33,Neutral
2010,Dec,-1.63,Neutral
2010,Feb,1.18,Neutral
2010,Jan,1.43,Neutral
2010,Jul,-0.89,Neutral
2010,Jun,-0.62,Neutral
2010,Mar,1.07,Neutral
2010,May,-0.15,Neutral
2010,Nov,-1.57,La Niña
2010,Oct,-1.65,La Niña
2010,Sep,-1.56,La Niña
2011,Apr,-0.74,La Niña
2011,Aug,-0.66,La Niña
2011,Dec,-1.05,La Niña
2011,Feb,-1.26,La Niña
2011,Jan,-1.7,La Niña
