SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-26 12:00:00,ET,35.8,-65.5, , , ,main,763,725,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.8,-65.5,EX,30, , , , , , , , , , , ,5,340
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-26 15:00:00,ET,36.1,-65.7, , , ,main,725,673,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.1,-65.7,EX,30, , , , , , , , , , , ,8,330
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-26 18:00:00,ET,36.5,-66.0, , , ,main,673,612,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.5,-66.0,EX,30, , , , , , , , , , , ,11,325
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-26 21:00:00,ET,37.0,-66.5, , , ,main,602,533,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.0,-66.5,EX,30, , , , , , , , , , , ,13,320
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-27 00:00:00,ET,37.5,-67.0, , , ,main,533,471,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.5,-67.0,EX,30, , , , , , , , , , , ,13,330
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-27 03:00:00,ET,38.1,-67.3, , , ,main,461,395,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38.1,-67.3,EX,28, , , , , , , , , , , ,13,340
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-27 06:00:00,ET,38.7,-67.5, , , ,main,395,329,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38.7,-67.5,EX,25, , , , , , , , , , , ,13,345
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-27 09:00:00,ET,39.3,-67.7, , , ,main,329,252,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39.3,-67.7,EX,25, , , , , , , , , , , ,14,345
1851260N32298,1851,16,NA,NA,UNNAMED,1851-09-27 12:00:00,ET,40.0,-68.0, , , ,main,252, ,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40.0,-68.0,EX,25, , , , , , , , , , , ,14,345
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-09 12:00:00,TS,23.7,-61.6, , , ,main,723,723,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.7,-61.6,TS,35, , , , , , , , , , , ,7,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-09 15:00:00,TS,24.0,-61.9, , , ,main,734,728,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.0,-61.9,TS,35, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-09 18:00:00,TS,24.2,-62.1, , , ,main,742,742,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.2,-62.1,TS,35, , , , , , , , , , , ,6,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-09 21:00:00,TS,24.4,-62.3, , , ,main,752,752,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.4,-62.3,TS,38, , , , , , , , , , , ,6,325
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 00:00:00,TS,24.7,-62.5, , , ,main,773,773,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.7,-62.5,TS,40, , , , , , , , , , , ,6,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 03:00:00,TS,24.9,-62.7, , , ,main,796,792,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.9,-62.7,TS,40, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 06:00:00,TS,25.2,-63.0, , , ,main,806,806,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.2,-63.0,TS,40, , , , , , , , , , , ,7,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 09:00:00,TS,25.4,-63.3, , , ,main,817,817,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.4,-63.3,TS,43, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 12:00:00,TS,25.7,-63.5, , , ,main,844,844,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.7,-63.5,TS,45, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 15:00:00,TS,25.9,-63.7, , , ,main,860,860,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.9,-63.7,TS,45, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 18:00:00,TS,26.2,-64.0, , , ,main,887,887,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.2,-64.0,TS,45, , , , , , , , , , , ,7,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-10 21:00:00,TS,26.5,-64.3, , , ,main,915,913,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.5,-64.3,TS,48, , , , , , , , , , , ,8,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 00:00:00,TS,26.8,-64.6, , , ,main,944,944,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.8,-64.6,TS,50, , , , , , , , , , , ,8,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 03:00:00,TS,27.1,-64.9, , , ,main,975,975,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.1,-64.9,TS,50, , , , , , , , , , , ,7,325
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 06:00:00,TS,27.4,-65.1, , , ,main,1001,1001,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.4,-65.1,TS,50, , , , , , , , , , , ,7,325
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 09:00:00,TS,27.7,-65.3, , , ,main,1023,1018,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.7,-65.3,TS,50, , , , , , , , , , , ,7,325
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 12:00:00,TS,28.0,-65.6, , , ,main,1039,1039,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0,-65.6,TS,50, , , , , , , , , , , ,11,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 15:00:00,TS,28.5,-66.2, , , ,main,1065,1065,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.5,-66.2,TS,53, , , , , , , , , , , ,15,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 18:00:00,TS,29.1,-66.8, , , ,main,1080,1030,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.1,-66.8,TS,55, , , , , , , , , , , ,16,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-11 21:00:00,TS,29.7,-67.4, , , ,main,1015,942,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.7,-67.4,TS,55, , , , , , , , , , , ,15,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 00:00:00,TS,30.2,-67.9, , , ,main,942,862,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.2,-67.9,TS,55, , , , , , , , , , , ,14,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 03:00:00,TS,30.7,-68.5, , , ,main,862,783,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.7,-68.5,TS,55, , , , , , , , , , , ,14,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 06:00:00,TS,31.2,-69.1, , , ,main,783,710,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31.2,-69.1,TS,55, , , , , , , , , , , ,14,315
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 09:00:00,TS,31.7,-69.7, , , ,main,703,624,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31.7,-69.7,TS,55, , , , , , , , , , , ,14,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 12:00:00,TS,32.3,-70.2, , , ,main,624,552,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32.3,-70.2,TS,55, , , , , , , , , , , ,14,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 15:00:00,TS,32.8,-70.8, , , ,main,545,481,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32.8,-70.8,TS,55, , , , , , , , , , , ,13,320
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 18:00:00,TS,33.3,-71.2, , , ,main,481,434,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.3,-71.2,TS,55, , , , , , , , , , , ,12,330
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-12 21:00:00,TS,33.8,-71.4, , , ,main,434,395,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33.8,-71.4,TS,53, , , , , , , , , , , ,11,345
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 00:00:00,TS,34.4,-71.5, , , ,main,395,375,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34.4,-71.5,TS,50, , , , , , , , , , , ,11,355
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 03:00:00,TS,35.0,-71.5, , , ,main,372,362,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.0,-71.5,TS,48, , , , , , , , , , , ,11,0
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 06:00:00,TS,35.5,-71.5, , , ,main,362,359,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.5,-71.5,TS,45, , , , , , , , , , , ,10,0
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 09:00:00,TS,35.9,-71.5, , , ,main,359,359,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35.9,-71.5,TS,43, , , , , , , , , , , ,10,0
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 12:00:00,TS,36.5,-71.5, , , ,main,366,342,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.5,-71.5,TS,40, , , , , , , , , , , ,14,5
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 15:00:00,TS,37.3,-71.3, , , ,main,351,304,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.3,-71.3,TS,38, , , , , , , , , , , ,21,15
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 18:00:00,TS,38.5,-70.9, , , ,main,294,170,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38.5,-70.9,TS,35, , , , , , , , , , , ,29,20
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-13 21:00:00,TS,40.1,-70.2, , , ,main,161,53,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40.1,-70.2,TS,35, , , , , , , , , , , ,38,25
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-14 00:00:00,TS,42.0,-69.0, , , ,main,85,79,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42.0,-69.0,TS,35, , , , , , , , , , , ,44,30
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-14 03:00:00,TS,43.9,-67.1, , , ,main,71,0,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43.9,-67.1,TS,33, , , , , , , , , , , ,49,40
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-14 06:00:00,ET,45.8,-64.8, , , ,main,0,0,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.8,-64.8,EX,30, , , , , , , , , , , ,50,40
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-14 09:00:00,ET,47.8,-62.6, , , ,main,137,26,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.8,-62.6,EX,30, , , , , , , , , , , ,49,35
1851283N24298,1851,17,NA,NA,UNNAMED,1851-10-14 12:00:00,ET,49.8,-60.5, , , ,main,44, ,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.8,-60.5,EX,30, , , , , , , , , , , ,49,35
1851289N29282,1851,18,NA,NA,UNNAMED,1851-10-16 00:00:00,TS,28.7,-78.0,40, ,hurdat_atl,main,244,244,O______________,hurdat_atl,AL061851,28.7,-78.0, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,20
