SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
 ,Year, , , , , , ,degrees_north,degrees_east,kts,mb, , ,km,km, , , ,degrees_north,degrees_east, , ,kts,mb,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,mb,nmile,nmile,nmile,degrees_north,degrees_east,1,kts,mb, ,nmile,nmile, ,nmile,nmile,1,degrees_north,degrees_east,1,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb, ,nmile,nmile, ,nmile,nmile,degrees_north,degrees_east, ,kts,mb,1,mb,mb,degrees_north,degrees_east, ,kts,mb,1,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,degrees_north,degrees_east, ,kts,mb,1,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,mb,nmile, , ,degrees_north,degrees_east,1,kts,mb,degrees_north,degrees_east,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east,kts,mb,nmile,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb,kts,kts,second,kts,second,ft,nmile,nmile,nmile,nmile,kts,degrees
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-23 12:00:00,TS,26.1,-90.4, , , ,main,335,323,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.1,-90.4,TD,30, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-23 15:00:00,TS,26.2,-90.7, , , ,main,323,312,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.2,-90.7,TD,30, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-23 18:00:00,TS,26.3,-91.0, , , ,main,312,302,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.3,-91.0,TD,30, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-23 21:00:00,TS,26.4,-91.3, , , ,main,304,296,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.4,-91.3,TD,33, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 00:00:00,TS,26.5,-91.6, , , ,main,298,292,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.5,-91.6,TS,35, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 03:00:00,TS,26.6,-91.9, , , ,main,295,292,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.6,-91.9,TS,35, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 06:00:00,TS,26.7,-92.2, , , ,main,296,295,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.7,-92.2,TS,35, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 09:00:00,TS,26.8,-92.5, , , ,main,300,292,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.8,-92.5,TS,40, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 12:00:00,TS,26.9,-92.8, , , ,main,294,287,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.9,-92.8,TS,45, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 15:00:00,TS,27.0,-93.1, , , ,main,289,275,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.0,-93.1,TS,45, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 18:00:00,TS,27.1,-93.4, , , ,main,275,248,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.1,-93.4,TS,45, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-24 21:00:00,TS,27.2,-93.7, , , ,main,248,193,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.2,-93.7,TS,50, , , , , , , , , , , ,9,300
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 00:00:00,TS,27.5,-94.3,80, ,hurdat_atl,main,189,150,O_____________O,hurdat_atl,AL011851,28.0,-94.8, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.3,-94.0,TS,55, , , , , , , , , , , ,10,300
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 03:00:00,TS,27.7,-94.7, , , ,main,150,125,P_____________P, ,AL011851,28.0,-95.1, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.4,-94.3,TS,55, , , , , , , , , , , ,8,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 06:00:00,TS,27.8,-95.1,80, ,hurdat_atl,main,125,97,O_____________O,hurdat_atl,AL011851,28.0,-95.4, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.5,-94.6,TS,55, , , , , , , , , , , ,7,285
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 09:00:00,TS,27.9,-95.4, , , ,main,97,82,P_____________P, ,AL011851,28.0,-95.7, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.6,-94.9,TS,58, , , , , , , , , , , ,6,280
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 12:00:00,TS,27.9,-95.7,80, ,hurdat_atl,main,82,59,O_____________O,hurdat_atl,AL011851,28.0,-96.0, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.7,-95.2,TS,60, , , , , , , , , , , ,5,280
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 15:00:00,TS,28.0,-96.0, , , ,main,59,45,P_____________P, ,AL011851,28.0,-96.2, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.8,-95.5,TS,65, , , , , , , , , , , ,5,285
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 18:00:00,TS,28.0,-96.3,80, ,hurdat_atl,main,45,22,O_____________O,hurdat_atl,AL011851,28.1,-96.5, ,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.9,-95.8,HU,70, , , , , , , , , , , ,5,290
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-25 21:00:00,TS,28.1,-96.6,80, ,hurdat_atl,main,22,0,O_____________P,hurdat_atl,AL011851,28.2,-96.8,L,HU,80, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0,-96.1,HU,75, , , , , , , , , , , ,5,285
1851175N26270,1851,5,NA,GM,UNNAMED,1851-06-26 00:00:00,TS,28.2,-96.8,70, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,28.2,-97.0, ,HU,70, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.1,-96.4,HU,80, , , , , , , , , , , ,5,280
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 03:00:00,TS,28.2,-97.1, , , ,main,0,0,P_____________P, ,AL011851,28.2,-97.3, ,HU,65, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.2,-96.7,HU,80, , , , , , , , , , , ,5,285
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 06:00:00,TS,28.3,-97.4,60, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,28.3,-97.6, ,TS,60, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.3,-97.0,HU,80, , , , , , , , , , , ,6,285
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 09:00:00,TS,28.4,-97.7, , , ,main,0,0,P_____________P, ,AL011851,28.3,-98.0, ,TS,60, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.4,-97.3,HU,70, , , , , , , , , , , ,6,280
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 12:00:00,TS,28.4,-98.1,60, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,28.4,-98.3, ,TS,60, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.5,-97.7,TS,60, , , , , , , , , , , ,6,285
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 15:00:00,TS,28.5,-98.4, , , ,main,0,0,P_____________P, ,AL011851,28.5,-98.6, ,TS,55, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.6,-98.1,TS,55, , , , , , , , , , , ,6,290
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 18:00:00,TS,28.6,-98.7,50, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,28.6,-98.9, ,TS,50, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.7,-98.4,TS,50, , , , , , , , , , , ,6,300
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-26 21:00:00,TS,28.8,-99.0, , , ,main,0,0,P_____________P, ,AL011851,28.8,-99.2, ,TS,50, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.8,-98.8,TS,45, , , , , , , , , , , ,6,305
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 00:00:00,TS,29.0,-99.3,50, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,29.0,-99.4, ,TS,50, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.0,-99.1,TS,40, , , , , , , , , , , ,6,310
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 03:00:00,TS,29.2,-99.6, , , ,main,0,0,P_____________P, ,AL011851,29.2,-99.6, ,TS,45, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.2,-99.5,TS,35, , , , , , , , , , , ,6,315
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 06:00:00,TS,29.5,-99.8,40, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,29.5,-99.8, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.4,-99.8,TD,30, , , , , , , , , , , ,6,325
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 09:00:00,TS,29.7,-100.0, , , ,main,0,0,P_____________P, ,AL011851,29.7,-99.9, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.6,-100.1,TD,28, , , , , , , , , , , ,6,335
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 12:00:00,TS,30.0,-100.1,40, ,hurdat_atl,main,0,0,O_____________O,hurdat_atl,AL011851,30.0,-100.0, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.8,-100.5,TD,25, , , , , , , , , , , ,5,350
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 15:00:00,TS,30.2,-100.1, , , ,main,0,0,P______________, ,AL011851,30.2,-100.1, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TD, , , , , , , , , , , , ,5,355
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 18:00:00,TS,30.5,-100.1,40, ,hurdat_atl,main,0,0,O______________,hurdat_atl,AL011851,30.5,-100.1, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,350
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-27 21:00:00,TS,30.8,-100.1, , , ,main,0,0,P______________, ,AL011851,30.8,-100.1, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,350
1851175N26270,1851,5,NA,NA,UNNAMED,1851-06-28 00:00:00,TS,31.0,-100.2,40, ,hurdat_atl,main,0, ,O______________,hurdat_atl,AL011851,31.0,-100.2, ,TS,40, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,350
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-29 12:00:00,TS,19.0,-84.6, , , ,main,299,255,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.0,-84.6,TD,30, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-29 15:00:00,TS,19.1,-85.0, , , ,main,255,212,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.1,-85.0,TD,30, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-29 18:00:00,TS,19.2,-85.4, , , ,main,212,169,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.2,-85.4,TD,30, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-29 21:00:00,TS,19.3,-85.8, , , ,main,169,126,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.3,-85.8,TD,30, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-30 00:00:00,TS,19.4,-86.2, , , ,main,126,83,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.4,-86.2,TD,30, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-30 03:00:00,TS,19.5,-86.6, , , ,main,83,43,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.5,-86.6,TD,33, , , , , , , , , , , ,8,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-30 06:00:00,TS,19.6,-87.0, , , ,main,43,23,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.6,-87.0,TS,35, , , , , , , , , , , ,7,285
1851181N19275,1851,6,NA,CS,UNNAMED,1851-06-30 09:00:00,TS,19.7,-87.4, , , ,main,15,0,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.7,-87.4,TS,38, , , , , , , , , , , ,7,285
1851181N19275,1851,6,NA,NA,UNNAMED,1851-06-30 12:00:00,TS,19.8,-87.7, , , ,main,0,0,______________O, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.8,-87.7,TS,40, , , , , , , , , , , ,7,285
1851181N19275,1851,6,NA,NA,UNNAMED,1851-06-30 15:00:00,TS,19.9,-88.1, , , ,main,0,0,______________P, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.9,-88.1,TS,35, , , , , , , , , , , ,8,285
